Name,Genre,Platform,Release_Season,NA_Sales_Millions,EU_Sales_Millions,Global_Sales_Millions,Developer,Original_Index,User_Score,Rating,Publisher,Steam_App_ID,Price,Year_of_Release
FIFA 14,Sports,PSP,Fall,0.0,0.15,0.19,EA Canada,7876,3.4,E,Electronic Arts,-1.0,,2013.0
IL-2 Sturmovik: Birds of Prey,Simulation,PSP,Fall,0.08,0.07,0.19,SME Dynamic Systems Limited,7925,3,T,505 Games,-1.0,,2009.0
Dance Central: Spotlight,Misc,XOne,Fall,0.15,0.03,0.19,Harmonix Music Systems,7959,7,T,Microsoft Game Studios,-1.0,,2014.0
Metro: Last Light,Action,PC,Spring,0.06,0.11,0.19,4A Games,7874,8.6,M,Deep Silver,-1.0,$1.99,2013.0
Major League Baseball 2K12,Sports,PS3,Spring,0.18,0.0,0.19,Visual Concepts,7723,4.4,E,Take-Two Interactive,-1.0,,2012.0
Steins;Gate,Adventure,PSP,Fall,0.0,0.0,0.19,MAGES. Inc.,7740,,,Kadokawa Shoten,-1.0,$29.99,2011.0
The Legend of Heroes: Trails of Cold Steel II,Role-Playing,PSV,Fall,0.02,0.02,0.19,Falcom,7898,7.3,T,Nippon Ichi Software,-1.0,$19.99,2014.0
Final Fantasy XI,Role-Playing,X360,Spring,0.17,0.01,0.19,Square Enix,7786,6.5,T,Square Enix,-1.0,$6.39,2006.0
Big Mutha Truckers,Racing,XB,Winter,0.15,0.04,0.19,Eutechnyx,7714,4.3,T,Empire Interactive,-1.0,$7.34,2002.0
La Pucelle: Tactics,Role-Playing,PS2,Winter,0.09,0.07,0.19,Nippon Ichi Software,7962,8.5,T,Tecmo Koei,-1.0,,2002.0
International Soccer,Sports,2600,Winter,0.18,0.01,0.19,I.O.S. Team,7881,,,Mattel Interactive,-1.0,,1981.0
Danganronpa 2: Goodbye Despair,Misc,PSP,Summer,0.0,0.0,0.19,"Spike Chunsoft Co., Ltd., Abstraction Games",7734,,,Spike,-1.0,$19.99,2012.0
Air Conflicts: Secret Wars,Simulation,PS3,Summer,0.1,0.06,0.19,Games Farm,7949,tbd,T,bitComposer Games,-1.0,$4.79,2011.0
Resident Evil: Revelations,Action,WiiU,Winter,0.07,0.07,0.19,Capcom,7877,7.5,M,Capcom,-1.0,$3.91,2013.0
ESPN International Track & Field,Sports,PS2,Winter,0.09,0.07,0.19,,7854,,,Konami Digital Entertainment,-1.0,,2000.0
Ghostbusters: The Video Game,Action,PSP,Summer,0.16,0.01,0.18,Red Fly Studio,8053,4.7,E10+,Atari,-1.0,$2.49,2009.0
Aliens: Colonial Marines,Shooter,PC,Winter,0.1,0.06,0.18,Gearbox Software,8120,3.5,M,Sega,-1.0,$6.72,2013.0
Disgaea DS,Role-Playing,DS,Winter,0.11,0.01,0.18,Nippon Ichi Software,8028,7.5,T,Square Enix,-1.0,$19.99,2008.0
College Hoops 2K8,Sports,X360,Fall,0.16,0.0,0.18,Visual Concepts,8181,6.9,E,Take-Two Interactive,-1.0,,2007.0
Payday 2,Shooter,XOne,Summer,0.09,0.07,0.18,,8141,,,505 Games,-1.0,$2.18,2015.0
Pro Evolution Soccer 2013,Sports,3DS,Fall,0.05,0.02,0.18,Unusualsoft,8132,,,Konami Digital Entertainment,-1.0,,2012.0
Atelier Shallie: Alchemists of the Dusk Sea,Role-Playing,PS3,Summer,0.06,0.02,0.18,Gust,8036,7.7,E10+,Tecmo Koei,-1.0,$39.99,2014.0
Harvest Moon: A Wonderful Life Special Edition,Simulation,PS2,Fall,0.09,0.07,0.18,Marvelous,7989,8.9,E,505 Games,-1.0,,2004.0
Metal Gear Solid V: The Phantom Pain,Action,X360,Fall,0.12,0.04,0.18,"Kojima Productions, Moby Dick Studio",8031,7.2,M,Konami Digital Entertainment,-1.0,$15.32,2015.0
LEGO Harry Potter: Years 5-7,Action,PSV,Fall,0.07,0.07,0.18,Traveller's Tales,8060,6.8,E10+,Warner Bros. Interactive Entertainment,-1.0,$3.12,2012.0
Toukiden: The Age of Demons,Action,PSP,Summer,0.0,0.0,0.18,,8135,,,Tecmo Koei,-1.0,,2013.0
FIFA Soccer 07,Sports,GC,Fall,0.14,0.04,0.18,,8061,,,Electronic Arts,-1.0,,2006.0
Cabela's Big Game Hunter 2005 Adventures,Sports,XB,Fall,0.13,0.04,0.18,FUN Labs,8089,8.3,T,Activision,-1.0,,2004.0
Commandos 2: Men of Courage,Strategy,PS2,Fall,0.09,0.07,0.18,Pyro Studios,8128,6.8,T,Eidos Interactive,-1.0,$2.50,2002.0
Speedball 2100,Sports,PS,Winter,0.1,0.07,0.18,Bitmap Brothers,8179,tbd,E,Empire Interactive,-1.0,,2000.0
Pac-Man World 3,Platform,DS,Fall,0.15,0.0,0.17,"Blitz Games, Human Soft",8444,tbd,E,Namco Bandai Games,-1.0,,2005.0
Rugrats: Royal Ransom,Platform,GC,Fall,0.13,0.03,0.17,Avalanche Software,8216,6.7,E,THQ,-1.0,,2002.0
The King of Fighters '95,Fighting,PS,Summer,0.0,0.0,0.17,SNK CORPORATION,8291,,,Sony Computer Entertainment,-1.0,,1996.0
Street Fighter Alpha 2,Fighting,SNES,Spring,0.0,0.0,0.17,"CAPCOM Co., Ltd.",8431,,,Nintendo,-1.0,$5.99,1996.0
NBA 09: The Inside,Sports,PS2,Fall,0.08,0.06,0.17,SCEA San Diego Studios,8446,tbd,E,Sony Computer Entertainment,-1.0,,2008.0
Far East of Eden II: Manji Maru,Role-Playing,PS2,Spring,0.0,0.0,0.17,,8408,,,Hudson Soft,-1.0,,2003.0
Major League Baseball 2K6,Sports,GC,Spring,0.13,0.03,0.17,Kush Games,8228,tbd,E,Take-Two Interactive,-1.0,,2006.0
Danganronpa 2: Goodbye Despair,Misc,PSV,Summer,0.08,0.05,0.17,Spike Chunsoft,8309,8.7,M,Nippon Ichi Software,-1.0,$19.99,2014.0
Digimon Story: Cyber Sleuth,Role-Playing,PSV,Spring,0.0,0.0,0.17,Media Vision,8349,8.8,T,Namco Bandai Games,-1.0,$8.37,2015.0
Dragon Quest X,Role-Playing,3DS,Summer,0.0,0.0,0.17,,8423,,,Square Enix,-1.0,$27.49,2014.0
Madden NFL 17,Sports,X360,Summer,0.14,0.02,0.17,EA Sports,8266,0.7,E,Electronic Arts,-1.0,,2016.0
NBA 09: The Inside,Sports,PSP,Fall,0.16,0.0,0.17,SCEA San Diego Studios,8313,7.4,E,Sony Computer Entertainment,-1.0,,2008.0
World Destruction League: Thunder Tanks,Action,PS2,Fall,0.08,0.07,0.17,3DO,8285,5.9,T,3DO,-1.0,,2000.0
Global Defence Force,Shooter,PS2,Summer,0.0,0.0,0.17,"CREATIVE ASSEMBLY, Feral Interactive (Linux), Feral Interactive (Mac)",8227,,,Essential Games,-1.0,,2005.0
Armor Ambush,Action,2600,Winter,0.15,0.01,0.17,,8459,,,Mattel Interactive,-1.0,,1981.0
NASCAR '14,Racing,X360,Winter,0.15,0.0,0.17,Deep Silver,8427,5.1,E,Deep Silver,-1.0,,2014.0
Final Fantasy V,Role-Playing,PS,Winter,0.0,0.0,0.17,Square Enix,8376,,,SquareSoft,-1.0,$12.59,1998.0
Age of Empires III: Complete Collection,Strategy,PC,Fall,0.01,0.12,0.17,Microsoft Game Studios,8305,8.5,T,Microsoft Game Studios,-1.0,$39.99,2009.0
Bladestorm: Nightmare,Action,PS4,Summer,0.08,0.04,0.17,Omega Force,8368,6.5,T,Tecmo Koei,-1.0,$59.99,2015.0
MotoGP 10/11,Racing,PS3,Spring,0.04,0.1,0.17,Monumental Games,8312,6.1,E,Capcom,-1.0,,2011.0
True Crime: New York City,Action,GC,Fall,0.13,0.03,0.17,Exakt,8247,8.8,M,Activision,-1.0,,2005.0
Toukiden Kiwami,Action,PS4,Summer,0.05,0.07,0.17,Koei Tecmo Games,8250,7.6,T,Tecmo Koei,-1.0,$59.99,2015.0
The King of Fighters '97,Fighting,SAT,Summer,0.0,0.0,0.17,"SNK CORPORATION, Code Mystics",8264,,,SNK,-1.0,$4.79,1998.0
Garfield: Lasagna World Tour,Action,PS2,Fall,0.08,0.06,0.17,EKO Software,8357,tbd,E,Blast! Entertainment Ltd,-1.0,,2007.0
The King of Fighters '97,Fighting,PS,Summer,0.0,0.0,0.17,"SNK CORPORATION, Code Mystics",8236,,,SNK,-1.0,$4.79,1998.0
Top Spin 2,Sports,X360,Spring,0.15,0.0,0.17,Pam Development,8303,6.8,E,Take-Two Interactive,-1.0,$17.32,2006.0
World Destruction League: Thunder Tanks,Action,PS,Fall,0.09,0.06,0.17,3DO,8362,1.2,T,3DO,-1.0,,2000.0
Deus Ex: Mankind Divided,Role-Playing,XOne,Summer,0.09,0.06,0.17,Eidos Montreal,8340,7.2,M,Square Enix,-1.0,$3.55,2016.0
Dark Souls II,Role-Playing,PC,Spring,0.08,0.08,0.17,From Software,8202,7.1,T,Namco Bandai Games,-1.0,$39.99,2014.0
Hyperdimension Neptunia Victory,Role-Playing,PS3,Summer,0.05,0.03,0.16,"Idea Factory, Compile Heart",8554,7.8,T,Compile Heart,-1.0,,2012.0
Phantasy Star Online 2,Racing,PS2,Summer,0.08,0.06,0.16,,8468,,,Atari,1056640.0,,2001.0
Akiba's Trip: Undead & Undressed,Action,PSV,Fall,0.04,0.02,0.16,ACQUIRE Corp.,8683,,,Nippon Ichi Software,-1.0,$19.99,2013.0
Innocent Life: A Futuristic Harvest Moon,Simulation,PSP,Spring,0.08,0.03,0.16,ArtePiazza,8666,7.8,E,Rising Star Games,-1.0,,2006.0
Taz Wanted,Platform,PS2,Fall,0.08,0.06,0.16,Blitz Games,8463,8.7,E,Atari,-1.0,,2002.0
The Incredible Hulk: The Pantheon Saga,Action,PS,Spring,0.09,0.06,0.16,,8684,,,Eidos Interactive,-1.0,,1996.0
Jurassic Park: The Game,Action,X360,Fall,0.15,0.0,0.16,Telltale Games,8681,3.6,T,Unknown,-1.0,,
Bulletstorm,Shooter,PC,Winter,0.07,0.07,0.16,"Epic Games, People Can Fly",8636,7.7,M,Electronic Arts,-1.0,$29.99,2011.0
BioShock The Collection,Shooter,XOne,Fall,0.08,0.06,0.16,2K Games,8627,8.3,M,Take-Two Interactive,-1.0,$10.50,2016.0
Yakuza Kiwami,Adventure,PS4,Winter,0.0,0.0,0.16,Ryu ga Gotoku Studios,8612,,,Sega,-1.0,$9.87,2016.0
FlatOut 2,Racing,PS2,Summer,0.08,0.06,0.16,Bugbear,8617,7.5,T,Empire Interactive,-1.0,$1.99,2006.0
Wing Commander III: Heart of the Tiger,Action,PS,Winter,0.09,0.06,0.16,Petroglyph,8697,,,Electronic Arts,-1.0,$4.99,1996.0
Alone in the Dark: The New Nightmare,Adventure,PS,Spring,0.09,0.06,0.16,Darkworks,8548,8.1,M,Infogrames,-1.0,$1.74,
NBA Live 08,Sports,Wii,Fall,0.14,0.0,0.16,EA Canada,8552,7.1,E,Electronic Arts,-1.0,,2007.0
Street Fighter Alpha 3,Fighting,GBA,Summer,0.11,0.04,0.15,Crawfish Interactive,8892,7.8,T,Capcom,-1.0,,2002.0
Darksiders II,Action,PC,Summer,0.03,0.1,0.15,Vigil Games,8764,7.8,M,Nordic Games,-1.0,$6.99,2012.0
Samurai Shodown Anthology,Fighting,PS2,Summer,0.07,0.06,0.15,SNK Playmore,8831,tbd,T,Ignition Entertainment,-1.0,,2008.0
Major League Baseball 2K12,Sports,Wii,Spring,0.14,0.0,0.15,Visual Concepts,8876,tbd,E,Take-Two Interactive,-1.0,,2012.0
Shenmue II,Adventure,DC,Fall,0.0,0.0,0.15,Sega AM2,8905,9.4,T,Sega,-1.0,$1.99,2001.0
Super Monkey Ball Adventure,Platform,GC,Summer,0.12,0.03,0.15,TT Games,8818,7.2,E,Sega,-1.0,,2006.0
Darksiders II,Action,WiiU,Summer,0.07,0.07,0.15,Vigil Games,8770,8.2,M,THQ,-1.0,$6.99,2012.0
The Legend of Heroes: Trails of Cold Steel II,Role-Playing,PS3,Fall,0.02,0.02,0.15,Falcom,8920,7.8,T,Nippon Ichi Software,-1.0,$19.99,2014.0
Rayman Origins,Platform,3DS,Fall,0.06,0.08,0.15,UBlart Montpellier,8969,6.3,E10+,Ubisoft,-1.0,$5.28,2012.0
Prince of Persia: The Forgotten Sands,Action,DS,Spring,0.14,0.01,0.15,Ubisoft Casablanca,8811,6.3,E10+,Ubisoft,-1.0,$2.00,2010.0
Michael Jackson: The Experience,Misc,PSP,Fall,0.11,0.03,0.15,Ubisoft,8786,6.2,E10+,Ubisoft,-1.0,,2010.0
NBA 09: The Inside,Sports,PS3,Fall,0.14,0.0,0.15,SCEA San Diego Studios,8799,5.1,E,Sony Computer Entertainment,-1.0,,2008.0
Tokyo Xanadu,Role-Playing,PSV,Fall,0.0,0.0,0.15,Nihon Falcom,8813,,,Nihon Falcom Corporation,-1.0,$41.99,2015.0
Disgaea 4: A Promise Unforgotten,Role-Playing,PSV,Winter,0.03,0.03,0.15,"Nippon Ichi Software, Inc.",8768,,,Nippon Ichi Software,-1.0,,2014.0
Puzzle Quest: Galactrix,Puzzle,DS,Winter,0.14,0.0,0.15,Infinite Interactive,8792,6.7,E10+,D3Publisher,-1.0,$9.99,2009.0
The Godfather: Blackhand Edition,Adventure,Wii,Spring,0.14,0.0,0.15,EA Redwood Shores,8744,8.5,M,Electronic Arts,-1.0,,2007.0
Deadly Premonition,Action,PS3,Winter,0.08,0.04,0.15,,8891,,,Rising Star Games,-1.0,$1.24,2010.0
Guilty Gear X2 #Reload,Fighting,XB,Spring,0.11,0.03,0.15,Arc System Works,8978,7.6,T,Zoo Digital Publishing,-1.0,$2.99,2004.0
Amagami,Adventure,PSP,Spring,0.0,0.0,0.15,,8773,,,Kadokawa Shoten,-1.0,,2011.0
Phantasy Star Online Episode I & II,Role-Playing,XB,Winter,0.11,0.03,0.15,InterAction studios,8918,,,Sega,-1.0,,2003.0
Space Station Silicon Valley,Adventure,N64,Fall,0.12,0.03,0.15,SUPER HYPER MEGA,8852,,,Take-Two Interactive,-1.0,,1997.0
Earth Defense Force 2025,Shooter,X360,Summer,0.06,0.03,0.15,Sandlot,8956,8.1,M,D3Publisher,-1.0,,2013.0
SpongeBob's Boating Bash,Misc,DS,Winter,0.13,0.0,0.15,Firebrand Games,8954,tbd,E,THQ,-1.0,,2010.0
Dishonored,Action,XOne,Fall,0.09,0.05,0.15,Arkane Studios,8881,,,Bethesda Softworks,-1.0,$8.39,2015.0
Pac-Man World 3,Platform,XB,Fall,0.11,0.04,0.15,Blitz Games,8916,tbd,E,Namco Bandai Games,-1.0,,2005.0
Earth Defense Force 2: Invaders from Planet Space,Action,PSP,Summer,0.0,0.0,0.14,,9175,,,D3Publisher,-1.0,,2011.0
ArmA II,Shooter,PC,Spring,0.0,0.12,0.14,Bohemia Interactive,9132,7.5,M,505 Games,-1.0,$7.49,2009.0
Cities: Skylines,Misc,DS,Spring,0.13,0.0,0.14,5TH Cell,9137,tbd,E,THQ,255710.0,$2.99,2010.0
Shovel Knight,Platform,3DS,Summer,0.08,0.04,0.14,Yacht Club Games,9144,8.2,E,Yacht Club Games,-1.0,$24.99,2015.0
Marvel vs. Capcom 2: New Age of Heroes,Fighting,XB,Spring,0.09,0.03,0.14,"CAPCOM Co., Ltd.",9246,,,Capcom,-1.0,,2002.0
Dragon Age: Origins - Ultimate Edition,Misc,Wii,Fall,0.13,0.0,0.14,Full Fat,9227,tbd,E,Electronic Arts,47810.0,$5.99,2010.0
Dynasty Warriors 7: Empires,Action,PS3,Spring,0.0,0.0,0.14,Omega Force,9214,8,T,Ubisoft Annecy,-1.0,,2012.0
Alien: Isolation,Shooter,PC,Fall,0.0,0.14,0.14,Creative Assembly,9036,8.4,M,Sega,-1.0,$8.80,2014.0
Cars: Mater-National Championship,Racing,X360,Fall,0.13,0.0,0.14,Rainbow Studios,8989,7.8,E,THQ,-1.0,$17.59,2007.0
The Operative: No One Lives Forever,Shooter,PS2,Fall,0.07,0.05,0.14,Monolith Productions,9161,8,T,Electronic Arts,-1.0,,2002.0
Metal Gear Solid V: Ground Zeroes,Action,X360,Spring,0.07,0.05,0.14,Kojima Productions,9087,5.7,M,Konami Digital Entertainment,-1.0,$13.99,2014.0
Buck Fever,Sports,Wii,Winter,0.13,0.0,0.14,Destineer,9167,tbd,T,Destineer,-1.0,,2009.0
7 Days to Die,Platform,PSV,Summer,0.01,0.1,0.14,Ubisoft Montpellier,9199,8.4,E10+,Ubisoft,251570.0,$29.94,2014.0
Hitman: Blood Money,Action,XB,Spring,0.11,0.03,0.14,Io Interactive,9081,9.1,M,Eidos Interactive,-1.0,$0.92,2006.0
Terraria,Action,PC,Spring,0.0,0.13,0.14,Re-Logic,8992,8.5,T,Unknown,-1.0,$9.18,2011.0
The Legend of Heroes II: Prophecy of the Moonlight Witch,Role-Playing,PSP,Spring,0.03,0.0,0.14,Microvision,9070,6.9,E10+,Namco Bandai Games,-1.0,,2004.0
Hot Wheels: Beat That!,Racing,Wii,Fall,0.13,0.0,0.14,Eutechnyx,9177,5.3,E,Activision,6880.0,,2007.0
Bejeweled 3,Puzzle,X360,Winter,0.13,0.0,0.14,PopCap,9219,8.4,E,Unknown,-1.0,$0.99,
DmC: Devil May Cry,Action,XOne,Winter,0.08,0.04,0.14,,9233,,,Capcom,-1.0,$6.38,2015.0
Brothers: A Tale of Two Sons,Adventure,PS4,Summer,0.03,0.08,0.14,Starbreeze,9242,8.6,T,505 Games,-1.0,$9.33,2015.0
Power Rangers: Super Legends,Action,PS2,Fall,0.07,0.06,0.14,Artificial Mind and Movement,9006,3,E10+,Disney Interactive Studios,-1.0,,2007.0
Pet Pals: Animal Doctor,Simulation,Wii,Winter,0.13,0.0,0.14,Legacy Interactive,9258,tbd,E10+,JoWood Productions,-1.0,,2008.0
Baldur's Gate: Dark Alliance,Role-Playing,GC,Winter,0.11,0.03,0.14,High Voltage Software,9154,7.7,T,Virgin Interactive,-1.0,$29.99,2002.0
The Orange Box,Shooter,PC,Fall,0.0,0.11,0.14,Valve Software,9143,9.3,M,Electronic Arts,-1.0,,2007.0
Okami,Action,PS3,Spring,0.0,0.0,0.14,"CAPCOM Co., Ltd.",9077,,,Capcom,-1.0,$8.49,2012.0
Super Puzzle Fighter II Turbo,Puzzle,PS,Spring,0.08,0.05,0.14,Capcom,9215,7.4,E,Virgin Interactive,-1.0,,1996.0
Frank Thomas Big Hurt Baseball,Sports,PS,Fall,0.08,0.05,0.14,FarSight Studios,9192,,,Acclaim Entertainment,-1.0,,1996.0
College Hoops 2K8,Sports,PS3,Fall,0.13,0.0,0.14,Visual Concepts,9204,5.2,E,Take-Two Interactive,-1.0,,2007.0
Queen's Gate: Spiral Chaos,Role-Playing,PSP,Summer,0.0,0.0,0.14,SGRA Studio,9305,,,Namco Bandai Games,-1.0,,2011.0
Bejeweled 3,Puzzle,PS3,Winter,0.13,0.0,0.14,PopCap,9044,8.2,E,Unknown,-1.0,$0.99,
Cake Mania 3,Simulation,DS,Fall,0.13,0.0,0.14,"Sandlot Games, Digital Embryo",9061,tbd,E,Majesco Entertainment,-1.0,,2009.0
Just Cause 3,Action,PC,Winter,0.03,0.11,0.14,Avalanche Studios,9038,5.3,M,Square Enix,-1.0,$2.99,2015.0
Chicken Shoot,Action,DS,Winter,0.13,0.0,0.14,FrontLine Studios,9106,3.1,E10+,Zoo Digital Publishing,-1.0,$4.12,2007.0
XCOM 2,Strategy,PS4,Winter,0.04,0.08,0.14,Firaxis Games,9118,8,T,Take-Two Interactive,-1.0,$2.40,2016.0
FIFA Soccer 2005,Sports,GC,Fall,0.11,0.03,0.14,EA Canada,9052,8.5,E,Electronic Arts,-1.0,,2004.0
Call of Duty: Infinite Warfare,Shooter,PC,Fall,0.04,0.08,0.14,Infinity Ward,9293,3,M,Activision,-1.0,$59.99,2016.0
Monster Lab,Role-Playing,DS,Fall,0.12,0.01,0.14,Backbone Entertainment,9243,tbd,E10+,Eidos Interactive,-1.0,,2008.0
Rayman 3,Platform,GBA,Winter,0.1,0.04,0.14,Ubisoft,9011,7.8,E,Ubisoft,-1.0,$4.49,2003.0
Nayuta no Kiseki,Action,PSP,Summer,0.0,0.0,0.14,Nihon Falcom,9306,,,Nihon Falcom Corporation,-1.0,,2012.0
Enclave,Strategy,XB,Spring,0.11,0.03,0.14,Starbreeze,9195,,,Take-Two Interactive,253980.0,$3.66,2005.0
Marvel vs. Capcom 2: New Age of Heroes,Fighting,DC,Spring,0.0,0.0,0.14,"CAPCOM Co., Ltd.",9078,,,Virgin Interactive,-1.0,,2000.0
Odin Sphere: Leifthrasir,Role-Playing,PSV,Spring,0.02,0.02,0.14,Vanillaware,9179,7.9,T,Nippon Ichi Software,-1.0,,2016.0
Magnetica,Puzzle,DS,Spring,0.08,0.01,0.14,Mitchell,9307,8.1,E,Nintendo,-1.0,,2006.0
Venetica,Role-Playing,X360,Fall,0.09,0.03,0.13,Deck 13,9481,7.3,T,DTP Entertainment,-1.0,$9.99,2010.0
Romance of the Three Kingdoms IV: Wall of Fire,Strategy,PS,Winter,0.05,0.03,0.13,"KOEI TECMO GAMES CO., LTD.",9459,,,Tecmo Koei,-1.0,,1995.0
The Flintstones: Bedrock Bowling,Sports,PS,Summer,0.07,0.05,0.13,,9397,,,Ubisoft,-1.0,,2000.0
Ys: The Ark of Napishtim,Role-Playing,PS2,Fall,0.07,0.05,0.13,Falcom,9360,8.8,T,Konami Digital Entertainment,-1.0,$4.48,2005.0
NHL 2003,Sports,GC,Fall,0.1,0.03,0.13,EA Sports,9398,6.3,E,Electronic Arts,-1.0,,2002.0
Final Fantasy XI: Rise of the Zilart,Role-Playing,PS2,Spring,0.0,0.0,0.13,,9315,,,Square Enix,-1.0,,2003.0
Contra III: The Alien Wars,Shooter,SNES,Winter,0.0,0.0,0.13,"Ironclad Games Corporation, Stardock Entertainment",9443,,,Konami Digital Entertainment,-1.0,,1992.0
Tomb Raider: Legend,Action,XB,Spring,0.1,0.03,0.13,Crystal Dynamics,9414,7.2,T,Eidos Interactive,-1.0,$0.97,2006.0
Euro Truck Simulator 2,Action,DS,Fall,0.12,0.0,0.13,SCS Software,9412,,,Activision,227300.0,$16.79,2010.0
Injustice: Gods Among Us,Fighting,PSV,Spring,0.09,0.0,0.13,,9400,,,Warner Bros. Interactive Entertainment,-1.0,$3.12,2013.0
Amagami,Adventure,PS2,Spring,0.0,0.0,0.13,,9449,,,Enterbrain,-1.0,,2009.0
Pinball Hall of Fame: The Gottlieb Collection,Misc,Wii,Winter,0.12,0.0,0.13,Farsight Studios,9330,tbd,E,System 3 Arcade Software,-1.0,,2006.0
Sonic Riders,Racing,XB,Winter,0.1,0.03,0.13,Sonic Team,9479,8.1,E,Sega,-1.0,,2006.0
Puzzle Kingdoms,Puzzle,DS,Spring,0.12,0.0,0.13,Infinite Interactive,9373,6.3,E10+,Zoo Digital Publishing,-1.0,$2.99,2009.0
Peter Jackson's King Kong: The Official Game of the Movie,Action,DS,Fall,0.12,0.0,0.13,Ubisoft Casablanca,9393,3.2,T,Ubisoft,-1.0,,2005.0
Total War: WARHAMMER,Misc,DS,Spring,0.0,0.0,0.13,"CREATIVE ASSEMBLY, Feral Interactive (Linux), Feral Interactive (Mac)",9435,,,Capcom,364360.0,$13.20,2007.0
Drome Racers,Racing,PS2,Fall,0.06,0.05,0.13,Attention To Detail,9606,tbd,E,Electronic Arts,-1.0,,2002.0
Tom Clancy's Splinter Cell: Double Agent,Action,Wii,Fall,0.1,0.01,0.13,Ubisoft Shanghai,9551,7.4,M,Ubisoft,-1.0,$2.20,2006.0
Gunstar Heroes,Shooter,GEN,Fall,0.0,0.0,0.13,Tio Atum,9564,,,Sega,-1.0,,1992.0
All Star Cheer Squad 2,Sports,Wii,Fall,0.12,0.0,0.13,Gorilla Games,9497,tbd,E,THQ,-1.0,,2009.0
FIFA Street 2,Sports,PSP,Winter,0.07,0.05,0.13,EA Canada,9332,6.9,E,Electronic Arts,-1.0,,2006.0
The King of Fighters '98 Ultimate Match,Fighting,PS2,Summer,0.04,0.03,0.12,"SNK CORPORATION, Code Mystics",9714,,,Ignition Entertainment,-1.0,$2.24,2008.0
Capcom vs. SNK 2: Millionaire Fighting 2001,Fighting,DC,Summer,0.0,0.0,0.12,"CAPCOM Co., Ltd.",9662,,,Capcom,-1.0,,2001.0
NHL 2002,Sports,GBA,Fall,0.09,0.03,0.12,BudCat,9697,tbd,E,Electronic Arts,-1.0,,2002.0
Madden NFL 06,Sports,DS,Summer,0.11,0.0,0.12,Exient Entertainment,9736,6.3,E,Electronic Arts,-1.0,,2005.0
Major League Baseball 2K6,Sports,PSP,Spring,0.11,0.0,0.12,Visual Concepts,9877,tbd,E,Unknown,-1.0,,
Rise of the Tomb Raider,Adventure,PC,Fall,0.0,0.11,0.12,"Crystal Dynamics, Nixxes Software",9799,7.9,M,Square Enix,-1.0,$29.99,2016.0
Psychonauts,Role-Playing,PS3,Spring,0.0,0.0,0.12,Double Fine Productions,9888,,,Namco Bandai Games,3830.0,$1.99,2016.0
Venetica,Role-Playing,PS3,Fall,0.07,0.03,0.12,Deck 13,9790,6.5,T,DTP Entertainment,-1.0,$9.99,2010.0
Killer is Dead,Action,X360,Summer,0.08,0.02,0.12,Grasshopper Manufacture,9766,7.2,M,Deep Silver,-1.0,$1.99,2013.0
Clock Tower: The First Fear,Adventure,PS,Fall,0.0,0.0,0.12,"Studio Wildcard, Grove Street Games, Instinct Games",9674,,,Human Entertainment,-1.0,,1997.0
Akiba's Trip: Undead & Undressed,Action,PS4,Fall,0.08,0.0,0.12,ACQUIRE Corp.,9886,,,Acquire,-1.0,$19.99,2014.0
Puzzle Kingdoms,Puzzle,Wii,Spring,0.11,0.0,0.12,Infinite Interactive,9868,tbd,E,Zoo Digital Publishing,-1.0,$2.99,2009.0
Ultimate Card Games,Misc,GBA,Winter,0.09,0.03,0.12,Cosmigo,9860,,E,Telegames,-1.0,,2003.0
Fat Princess: Fistful of Cake,Action,PSP,Summer,0.08,0.02,0.12,SuperVillain Studios,9842,8.7,T,Sony Computer Entertainment,-1.0,,2010.0
Sonic Adventure 2,Platform,DC,Summer,0.0,0.0,0.12,Sonic Team,9845,8.6,E,Sega,-1.0,$4.47,2001.0
Arctic Thunder,Racing,XB,Winter,0.09,0.02,0.12,Inland Productions,9965,tbd,T,Midway Games,-1.0,,2001.0
Makai Kingdom: Chronicles of the Sacred Tome,Role-Playing,PS2,Spring,0.06,0.05,0.12,Nippon Ichi Software,9721,7.3,T,Tecmo Koei,-1.0,,2005.0
Need for Speed: ProStreet,Racing,DS,Fall,0.11,0.01,0.12,Exient Entertainment,9668,7.4,E,Electronic Arts,-1.0,,2007.0
Raiden IV,Shooter,X360,Summer,0.1,0.0,0.12,Moss,9911,7.8,E10+,Moss,-1.0,$19.49,2008.0
Psychonauts,Platform,XB,Spring,0.09,0.03,0.12,Double Fine Productions,9887,9,T,THQ,-1.0,$1.99,2005.0
Puzzle Quest: Challenge of the Warlords,Puzzle,PS2,Spring,0.06,0.05,0.12,Infinite Interactive,9716,7,E10+,D3Publisher,-1.0,$9.99,2007.0
Madden NFL 17,Sports,PS3,Summer,0.07,0.02,0.12,EA Sports,9971,0.2,E,Electronic Arts,-1.0,,2016.0
NHL Powerplay '96,Sports,PS,Winter,0.06,0.04,0.12,,9963,,,Virgin Interactive,-1.0,,1996.0
PixelJunk Monsters Deluxe,Strategy,PSP,Winter,0.11,0.0,0.12,Q-Games,9761,7.9,E,Sony Computer Entertainment,-1.0,,2010.0
LEGO Batman 2: DC Super Heroes,Action,WiiU,Summer,0.04,0.06,0.12,TT Games,9942,7.3,E10+,Warner Bros. Interactive Entertainment,-1.0,$3.12,2013.0
