Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,Global_Sales,User_Count,Developer,Original_Index,Release_Season
Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002.0,Shooter,Ubisoft,0.08,0.03,0.11,,Ubisoft Milan,10046,Fall
International Track & Field 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.06,0.04,0.11,,,10070,Winter
The King of Fighters '99,PS,2000.0,Fighting,SNK,0.0,0.0,0.11,39.0,SNK,10079,Summer
Queen's Blade: Spiral Chaos,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,,,10089,Winter
Desktop Tower Defense,DS,2009.0,Strategy,THQ,0.1,0.0,0.11,,Frima Studio,10090,Spring
To Heart 2: Dungeon Travelers,PSP,2011.0,Adventure,Aqua Plus,0.0,0.0,0.11,,,10124,Summer
Capcom vs. SNK 2 EO,GC,2002.0,Fighting,Capcom,0.09,0.02,0.11,27.0,Capcom,10137,Summer
Akiba's Trip: Undead & Undressed,PS3,2013.0,Action,Nippon Ichi Software,0.05,0.01,0.11,,,10140,Fall
Contra Advance: The Alien Wars EX,GBA,2002.0,Shooter,Konami Digital Entertainment,0.08,0.03,0.11,,Konami,10146,Winter
JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.07,0.03,0.11,7.0,Trickstar Games,10152,Fall
Digimon Story: Cyber Sleuth,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.11,289.0,Media Vision,10156,Spring
Monster Lab,PS2,2008.0,Role-Playing,Eidos Interactive,0.05,0.04,0.11,,Backbone Entertainment,10166,Fall
John Daly's ProStroke Golf,PS3,2010.0,Sports,O-Games,0.09,0.01,0.11,8.0,Gusto Games,10168,Fall
Maximum Force,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.11,,,10170,Winter
Get Up and Dance,Wii,2011.0,Misc,O-Games,0.06,0.04,0.11,,Crave,10171,Fall
Astro Boy: The Video Game,PS2,2009.0,Action,D3Publisher,0.05,0.04,0.11,4.0,High Voltage Software,10177,Fall
Cake Mania,DS,2007.0,Puzzle,Majesco Entertainment,0.09,0.01,0.11,7.0,Digital Embryo,10181,Fall
Pac-Man World 2,GBA,2005.0,Action,Zoo Digital Publishing,0.08,0.03,0.11,5.0,Full Fat,10187,Winter
Machinarium,PC,2009.0,Adventure,Daedalic,0.0,0.09,0.11,526.0,Amanita Design,10245,Fall
Final Fantasy I & II,NES,1994.0,Role-Playing,Square,0.0,0.0,0.11,,,10291,Winter
Hexen: Beyond Heretic,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.11,,,10297,Fall
Deus Ex: Human Revolution,WiiU,2013.0,Shooter,Square Enix,0.05,0.05,0.11,,,10300,Summer
Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.11,337.0,Sega,10301,Fall
Yamaha Supercross,DS,2009.0,Racing,Zoo Digital Publishing,0.1,0.0,0.11,,Coyote Console,10303,Fall
Astro Boy: The Video Game,Wii,2009.0,Action,D3Publisher,0.1,0.0,0.11,4.0,High Voltage Software,10306,Fall
Grand Theft Auto: San Andreas,X360,2008.0,Action,Take-Two Interactive,0.08,0.02,0.11,46.0,War Drum Studios,10312,Fall
NASCAR '14,PS3,2014.0,Racing,Deep Silver,0.09,0.0,0.11,20.0,Eutechnyx,10335,Winter
Jupiter Strike,PS,1994.0,Shooter,Acclaim Entertainment,0.06,0.04,0.11,,,10347,Summer
Naruto Shippuden 3D: The New Era,3DS,2011.0,Action,505 Games,0.0,0.04,0.11,,,10367,Spring
Final Fantasy XII International Zodiac Job System,PS2,2007.0,Role-Playing,Square Enix,0.0,0.0,0.11,,,10370,Spring
Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.11,672.0,Ubisoft Montreal,10374,Spring
FlatOut: Ultimate Carnage,X360,2007.0,Racing,Empire Interactive,0.07,0.02,0.11,66.0,Bugbear,10385,Summer
SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,0.08,0.03,0.11,11.0,Full-Fat,10409,Winter
Wizardry VI: Bane of the Cosmic Forge,SNES,1995.0,Role-Playing,ASCII Entertainment,0.0,0.0,0.1,,,10418,Winter
The Godfather: Mob Wars,PSP,2006.0,Action,Electronic Arts,0.09,0.0,0.1,16.0,Page 44 Studios,10434,Spring
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,0.08,0.02,0.1,15.0,Ubisoft Montreal,10464,Spring
Power Rangers: Super Legends,DS,2007.0,Action,Disney Interactive Studios,0.08,0.02,0.1,,,10474,Fall
Rome: Total War,PC,2004.0,Strategy,Activision,0.0,0.09,0.1,1050.0,Creative Assembly,10509,Fall
Astro Boy: The Video Game,DS,2009.0,Action,D3Publisher,0.09,0.0,0.1,,Art,10513,Fall
The King of Fighters: Dream Match 1999,DC,1999.0,Fighting,SNK,0.0,0.0,0.1,,,10523,Summer
Capcom vs. SNK 2 EO,XB,2003.0,Fighting,Capcom,0.08,0.02,0.1,13.0,Capcom,10540,Summer
Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.1,112.0,Engine Software,10577,Spring
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008.0,Fighting,Capcom,0.0,0.0,0.1,,,10582,Winter
Darius Gaiden,SAT,1995.0,Shooter,Acclaim Entertainment,0.0,0.0,0.1,,,10587,Fall
SNK vs. Capcom: SVC Chaos,XB,2004.0,Fighting,Ignition Entertainment,0.08,0.02,0.1,,,10614,Summer
Alien Hominid,PS2,2004.0,Shooter,Zoo Digital Publishing,0.05,0.04,0.1,13.0,The Behemoth,10628,Summer
Myst,DS,2007.0,Adventure,Midway Games,0.09,0.0,0.1,6.0,Hoplite Research,10643,Fall
Marvel vs. Capcom: Clash of Super Heroes,DC,1999.0,Fighting,Capcom,0.0,0.0,0.1,,,10658,Winter
World Series of Poker 2008: Battle for the Bracelets,PS3,2007.0,Misc,Activision,0.08,0.01,0.1,,Left Field Productions,10676,Fall
Steins;Gate,PSV,2013.0,Adventure,PQube,0.04,0.04,0.1,87.0,5pb,10708,Fall
CSI: Hard Evidence,X360,2007.0,Adventure,Ubisoft,0.07,0.02,0.1,,,10766,Fall
Ford Racing 3,DS,2005.0,Racing,Zoo Digital Publishing,0.09,0.0,0.1,,Visual Impact,10768,Fall
Guilty Gear Isuka,PS2,2004.0,Fighting,505 Games,0.05,0.04,0.1,13.0,Arc System Works,10770,Winter
Shovel Knight,WiiU,2015.0,Platform,Yacht Club Games,0.05,0.04,0.1,280.0,Yacht Club Games,10778,Summer
Tokimeki Memorial: Taisen Pazurudama,PS,1996.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.1,,,10780,Winter
Paws & Claws: Pet Vet,Wii,2009.0,Simulation,THQ,0.09,0.0,0.1,,,10796,Winter
SNK vs. Capcom Card Fighters DS,DS,2006.0,Strategy,Ignition Entertainment,0.09,0.0,0.1,6.0,SNK Playmore,10817,Fall
Pac-Man World 3,GC,2005.0,Platform,Namco Bandai Games,0.07,0.02,0.09,10.0,Blitz Games,10843,Fall
Metal Fight Beyblade,DS,2009.0,Action,Hudson Soft,0.0,0.0,0.09,,,10853,Summer
Bladestorm: The Hundred Years' War,X360,2007.0,Action,Tecmo Koei,0.08,0.01,0.09,16.0,Omega Force,10867,Summer
The Legend of Heroes: A Tear of Vermillion,PSP,2005.0,Role-Playing,Namco Bandai Games,0.08,0.0,0.09,26.0,Microvision,10881,Spring
Ys VIII: Lacrimosa of Dana,PSV,2016.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.09,,,10883,Summer
Age of Empires II: The Age of Kings,PC,1999.0,Strategy,Microsoft Game Studios,0.01,0.08,0.09,801.0,Ensemble Studios,10885,Fall
Devil May Cry 4,PS4,2015.0,Action,Capcom,0.01,0.0,0.09,,,10888,Winter
Halo 2,PC,2007.0,Shooter,Microsoft Game Studios,0.01,0.06,0.09,216.0,Microsoft Game Studios,10891,Fall
X-COM: UFO Defense,PS,1995.0,Strategy,Microprose,0.05,0.04,0.09,,,10892,Spring
Pro Evolution Soccer 2013,Wii,2012.0,Sports,Konami Digital Entertainment,0.0,0.03,0.09,,Konami,10897,Fall
Psychonauts,PS2,2005.0,Platform,Majesco Entertainment,0.05,0.04,0.09,61.0,BudCat,10909,Spring
Freekstyle,GC,2002.0,Racing,Electronic Arts,0.07,0.02,0.09,,Page 44 Studios,10919,Summer
Alien Hominid,GC,2004.0,Shooter,O3 Entertainment,0.07,0.02,0.09,15.0,The Behemoth,10929,Summer
Ninja Gaiden Black,XB,2005.0,Action,Microsoft Game Studios,0.07,0.02,0.09,121.0,Team Ninja,10935,Spring
Major League Baseball 2K12,PSP,2012.0,Sports,Take-Two Interactive,0.08,0.0,0.09,,Visual Concepts,10948,Spring
Steins;Gate 0,PSV,2015.0,Adventure,PQube,0.0,0.03,0.09,20.0,5pb,10960,Winter
Ultimate Mortal Kombat,DS,2007.0,Fighting,Midway Games,0.07,0.01,0.09,22.0,Other Ocean Interactive,10972,Fall
Metal Slug X,PS,2001.0,Shooter,Virgin Interactive,0.05,0.03,0.09,31.0,ProSoft,10981,Winter
Jenga World Tour,DS,2007.0,Misc,Atari,0.08,0.0,0.09,,Atomic Planet Entertainment,10991,Fall
Samurai Shodown Anthology,PSP,,Fighting,Ignition Entertainment,0.08,0.0,0.09,,SNK Playmore,11017,Summer
Pro Evolution Soccer 2012,PC,2011.0,Action,Konami Digital Entertainment,0.0,0.07,0.09,88.0,Konami,11028,Fall
Michael Jackson: The Experience,PSV,2011.0,Misc,Ubisoft,0.04,0.03,0.09,19.0,Ubisoft,11030,Fall
JASF: Jane's Advanced Strike Fighters,X360,2011.0,Simulation,Deep Silver,0.06,0.02,0.09,8.0,Trickstar Games,11038,Fall
The Wolf Among Us,PS3,2014.0,Adventure,Telltale Games,0.05,0.02,0.09,48.0,,11051,Fall
V-Rally Edition 99,N64,1998.0,Racing,Infogrames,0.07,0.02,0.09,,,11062,Summer
Atelier Totori: The Adventurer of Arland,PSV,2012.0,Role-Playing,Gust,0.0,0.0,0.09,,,11116,Summer
Super Puzzle Fighter II,GBA,,Puzzle,Capcom,0.06,0.02,0.09,4.0,Atomic Planet Entertainment,11120,Spring
World Soccer Winning Eleven 8 International,XB,2004.0,Sports,Konami Digital Entertainment,0.07,0.02,0.09,11.0,KCET,11133,Summer
Lethal Enforcers,SNES,1993.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.09,,,11144,Fall
Viewtiful Joe: Red Hot Rumble,PSP,2006.0,Action,Capcom,0.08,0.0,0.09,6.0,Clover Studio,11145,Fall
Ikaruga,GC,2003.0,Shooter,Atari,0.07,0.02,0.09,42.0,Treasure,11150,Winter
Cake Mania: Main Street,DS,2011.0,Simulation,Majesco Entertainment,0.08,0.0,0.09,,"Majesco Games, Majesco",11160,Fall
Harvest Moon: Boy & Girl,PSP,2005.0,Simulation,Marvelous Interactive,0.08,0.0,0.09,,,11164,Winter
Terraria,3DS,2016.0,Action,505 Games,0.0,0.04,0.09,21.0,Re-Logic,11169,Spring
Ford Racing 3,XB,2004.0,Racing,Take-Two Interactive,0.07,0.02,0.09,,Razorworks Studios,11179,Fall
ChuChu Rocket!,GBA,2001.0,Strategy,Atari,0.06,0.02,0.09,,,11237,Fall
Princess Maker 2,SAT,1995.0,Simulation,Micro Cabin,0.0,0.0,0.08,,,11270,Summer
Tokimeki Memorial: Taisen Pazurudama,SAT,1996.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.08,,,11280,Winter
IHRA Drag Racing: Sportsman Edition,PS2,2006.0,Racing,Bethesda Softworks,0.04,0.03,0.08,,Bethesda Softworks,11285,Summer
Counter-Strike: Source,PC,2004.0,Shooter,Vivendi Games,0.0,0.07,0.08,9851.0,Valve Software,11288,Fall
Marvel Nemesis: Rise of the Imperfects,DS,2005.0,Fighting,Electronic Arts,0.08,0.0,0.08,16.0,"EA Canada, Sensory Sweep",11316,Fall
Kidou Senshi Gundam 00,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.08,,,11325,Fall
Bomberman Jetters,GC,2002.0,Puzzle,Hudson Soft,0.06,0.02,0.08,10.0,Hudson,11329,Fall
Ultimate Brain Games,GBA,2003.0,Misc,Telegames,0.06,0.02,0.08,7.0,Cosmigo,11338,Spring
Bejeweled 3,PC,2010.0,Puzzle,PopCap Games,0.02,0.05,0.08,86.0,PopCap,11353,Winter
FIFA Street 2,XB,2006.0,Sports,Electronic Arts,0.06,0.02,0.08,9.0,EA Canada,11356,Winter
Edna & Harvey: Harvey's New Eyes,PC,2011.0,Adventure,Rondomedia,0.0,0.07,0.08,,,11358,Summer
Shining Force: Resurrection of the Dark Dragon,GBA,2004.0,Role-Playing,THQ,0.06,0.02,0.08,15.0,Amusement Vision,11359,Spring
Guilty Gear XX Accent Core Plus,PSP,2008.0,Fighting,PQube,0.03,0.01,0.08,9.0,Arc System Works,11362,Spring
Pac-Man World Rally,GC,2006.0,Racing,Namco Bandai Games,0.06,0.02,0.08,4.0,Smart Bomb Interactive,11367,Summer
Blades of Blood: Samurai Shodown III,PS,1995.0,Fighting,Sony Computer Entertainment,0.05,0.03,0.08,,,11374,Winter
Air Conflicts: Secret Wars,X360,2011.0,Simulation,bitComposer Games,0.06,0.02,0.08,,Games Farm,11377,Summer
Miami Nights: Singles in the City,DS,2008.0,Simulation,Ubisoft,0.08,0.0,0.08,7.0,Gameloft,11379,Fall
Shovel Knight,PS4,2015.0,Platform,Yacht Club Games,0.03,0.03,0.08,312.0,Yacht Club Games,11380,Summer
Pro Evolution Soccer 2013,PC,2012.0,Sports,Konami Digital Entertainment,0.0,0.07,0.08,182.0,Konami,11391,Fall
Get Fit with Mel B,Wii,2010.0,Sports,Black Bean Games,0.03,0.04,0.08,,Lightning Fish Games,11397,Fall
FIFA Soccer 2005,GBA,2004.0,Sports,Electronic Arts,0.06,0.02,0.08,5.0,EA Canada,11416,Fall
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004.0,Action,Ubisoft,0.06,0.02,0.08,11.0,Ubisoft,11444,Spring
Titanfall 2,PC,2016.0,Shooter,Electronic Arts,0.03,0.04,0.08,488.0,Respawn Entertainment,11451,Fall
FIFA Soccer 2003,GC,2002.0,Sports,Electronic Arts,0.06,0.02,0.08,10.0,EA Canada,11458,Fall
Steins;Gate: Hiyoku Renri no Darling,X360,2011.0,Adventure,5pb,0.0,0.0,0.08,,,11462,Summer
Final Fantasy VI,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.08,,,11480,Spring
The Sims 3: Fast Lane Stuff,PC,2010.0,Simulation,Electronic Arts,0.01,0.05,0.08,14.0,The Sims Studio,11488,Summer
Big Mutha Truckers,GC,2003.0,Racing,Empire Interactive,0.06,0.02,0.08,6.0,Eutechnyx,11491,Winter
The King of Fighters '96,PS,1997.0,Fighting,SNK,0.0,0.0,0.08,,,11493,Summer
Tony Hawk's Pro Skater 3,N64,2002.0,Sports,Activision,0.06,0.02,0.08,,,11499,Fall
Bust-A-Move 2 Arcade Edition,N64,1997.0,Puzzle,Acclaim Entertainment,0.06,0.02,0.08,,,11502,Winter
EyeCreate,PS3,2007.0,Misc,Sony Computer Entertainment,0.0,0.07,0.08,,,11505,Fall
Samurai Shodown III,NG,1995.0,Fighting,SNK,0.0,0.0,0.08,,,11529,Winter
Get Fit with Mel B,X360,,Sports,Black Bean Games,0.0,0.06,0.08,,Lightning Fish Games,11551,Fall
Earth Defense Force 2017,X360,2006.0,Action,D3Publisher,0.04,0.0,0.08,60.0,Sandlot,11572,Winter
Tomb Raider: Legend,GC,2006.0,Action,Eidos Interactive,0.06,0.02,0.08,8.0,Crystal Dynamics,11573,Spring
Resident Evil 6,PS4,2016.0,Shooter,Capcom,0.06,0.0,0.08,94.0,Capcom,11584,Fall
Assassin's Creed: Rogue,PC,2015.0,Action,Ubisoft,0.05,0.02,0.08,362.0,Ubisoft,11586,Fall
Taz Wanted,GC,2002.0,Platform,Atari,0.06,0.02,0.08,5.0,Blitz Games,11587,Fall
World Series of Poker 2008: Battle for the Bracelets,X360,2007.0,Misc,Activision,0.06,0.01,0.08,6.0,Left Field Productions,11614,Fall
Super Monkey Ball Adventure,PSP,2006.0,Platform,Sega,0.05,0.02,0.08,7.0,TT Games,11618,Summer
Resident Evil Zero,XOne,2016.0,Action,Capcom,0.05,0.02,0.08,,,11627,Fall
Major League Baseball 2K12,DS,2012.0,Sports,Take-Two Interactive,0.07,0.0,0.08,,Visual Concepts,11642,Spring
Metal Gear Solid V: The Phantom Pain,PC,2015.0,Action,Konami Digital Entertainment,0.0,0.07,0.08,1963.0,Kojima Productions,11659,Fall
Guilty Gear XX Slash,PS2,2006.0,Fighting,Sammy Corporation,0.0,0.0,0.08,,,11667,Spring
Resident Evil 3: Nemesis,GC,2003.0,Action,Capcom,0.06,0.02,0.08,44.0,Capcom,11675,Fall
Madden NFL 08,GC,2007.0,Sports,Electronic Arts,0.06,0.02,0.08,7.0,EA Tiburon,11688,Summer
Ro-Kyu-Bu!,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.08,,,11690,Fall
Captain Tsubasa,PS2,2006.0,Sports,Namco Bandai Games,0.0,0.0,0.08,,,11700,Summer
The Wolf Among Us,XOne,2014.0,Adventure,Telltale Games,0.05,0.02,0.08,82.0,Telltale Games,11718,Fall
Conflict: Desert Storm,GC,2003.0,Shooter,SCi,0.06,0.02,0.08,13.0,Pivotal Games,11729,Fall
Pinball Hall of Fame: The Gottlieb Collection,XB,2004.0,Misc,Crave Entertainment,0.06,0.02,0.08,,,11744,Winter
Rayman Origins,PC,2012.0,Platform,Ubisoft,0.0,0.06,0.08,337.0,UBlart Montpellier,11746,Fall
Myst,PS,1995.0,Adventure,Psygnosis,0.0,0.0,0.07,,,11769,Fall
Rayman 3: Hoodlum Havoc,XB,2003.0,Platform,Ubisoft,0.06,0.02,0.07,8.0,Ubisoft,11796,Winter
Pac-Man World 3,PSP,2005.0,Platform,Namco Bandai Games,0.07,0.0,0.07,4.0,Blitz Games,11820,Fall
Hero Bank,3DS,2014.0,Role-Playing,Sega,0.0,0.0,0.07,,,11822,Spring
Utawarerumono: Itsuwari no Kamen,PSV,2015.0,Adventure,Aqua Plus,0.0,0.0,0.07,,,11828,Fall
Commandos 2: Men of Courage,XB,2002.0,Strategy,Eidos Interactive,0.05,0.02,0.07,5.0,Pyro Studios,11865,Fall
The King of Fighters: Evolution,DC,2000.0,Fighting,SNK,0.0,0.0,0.07,,,11928,Summer
Hyperdimension Neptunia Re;Birth 3,PSV,2014.0,Action,Idea Factory International,0.04,0.02,0.07,,,11930,Summer
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.07,,,11939,Summer
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005.0,Action,Ubisoft,0.06,0.0,0.07,25.0,Gameloft,11973,Spring
The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.07,,,11984,Summer
Taz Wanted,XB,2002.0,Platform,Atari,0.05,0.02,0.07,,Blitz Games,12008,Fall
Rayman 3: Hoodlum Havoc,GC,2003.0,Platform,Ubisoft,0.05,0.01,0.07,21.0,Ubisoft Shanghai,12035,Winter
Tokyo Twilight Ghost Hunters,PSV,2014.0,Role-Playing,Aksys Games,0.03,0.01,0.07,16.0,TOYBOX,12052,Spring
Earth Defense Force 2: Invaders from Planet Space,PSV,2014.0,Action,Xseed Games,0.02,0.0,0.07,22.0,Sandlot,12057,Summer
Yamaha Supercross,Wii,2009.0,Racing,Zoo Digital Publishing,0.05,0.01,0.07,,Coyote Console,12086,Fall
River City Ransom EX,GBA,2004.0,Action,Atlus,0.05,0.02,0.07,7.0,Million,12089,Spring
Fable: The Lost Chapters,PC,2005.0,Role-Playing,Microsoft Game Studios,0.01,0.05,0.07,489.0,Lionhead Studios,12093,Fall
Tomb Raider: Legend,DS,2006.0,Action,Eidos Interactive,0.04,0.02,0.07,7.0,Human Soft,12115,Spring
Mega Man X4,SAT,1997.0,Action,Capcom,0.0,0.0,0.07,,,12140,Summer
Xbox Live Arcade Unplugged Volume 1,X360,2006.0,Misc,Microsoft Game Studios,0.05,0.01,0.07,,,12159,Fall
Hyperdimension Neptunia Victory,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.07,,,12190,Summer
Resident Evil 5,PC,2009.0,Action,Capcom,0.01,0.04,0.07,597.0,Capcom,12200,Spring
Tropix,DS,2008.0,Puzzle,Capcom,0.06,0.0,0.07,,,12207,Spring
The Final Round,PS,1996.0,Sports,Konami Digital Entertainment,0.04,0.03,0.07,,,12216,Fall
Terraria,PS4,2014.0,Action,505 Games,0.0,0.05,0.07,47.0,Engine Software,12229,Spring
Cabela's Big Game Hunter 2005 Adventures,GC,2004.0,Sports,Activision,0.05,0.01,0.07,9.0,MagicWand,12230,Fall
Alan Wake,PC,2012.0,Action,Nordic Games,0.0,0.06,0.06,1473.0,Remedy Entertainment,12276,Spring
Desert Strike Advance,GBA,2002.0,Simulation,Electronic Arts,0.05,0.02,0.06,,BudCat,12288,Spring
IL-2 Sturmovik: Birds of Prey,DS,2009.0,Simulation,505 Games,0.06,0.0,0.06,5.0,DiP Interactive,12295,Fall
Cabela's Trophy Bucks,Wii,2008.0,Sports,Activision Value,0.06,0.0,0.06,5.0,FUN Labs,12308,Fall
XGRA: Extreme G Racing Association,PS2,2003.0,Racing,Acclaim Entertainment,0.03,0.02,0.06,8.0,Acclaim Studios Cheltenham,12324,Fall
Darksiders II,XOne,2015.0,Action,Nordic Games,0.04,0.02,0.06,,,12329,Summer
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004.0,Action,Ubisoft,0.05,0.02,0.06,6.0,Ubisoft,12374,Spring
Odin Sphere: Leifthrasir,PS3,2016.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.06,29.0,Vanillaware,12388,Spring
The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007.0,Role-Playing,Falcom Corporation,0.0,0.0,0.06,,,12405,Spring
The Book of Unwritten Tales: The Critter Chronicles,PC,2011.0,Action,Crimson Cow,0.0,0.05,0.06,,,12429,Winter
Steins;Gate,PS3,2012.0,Adventure,PQube,0.01,0.02,0.06,51.0,Nitro+,12430,Fall
Earth Defense Force 2017 Portable,PSV,2012.0,Action,D3Publisher,0.0,0.0,0.06,31.0,Sandlot,12434,Winter
Lego Batman 3: Beyond Gotham,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.06,21.0,TT Games,12441,Fall
Akai Katana Shin,X360,2011.0,Shooter,Cave,0.04,0.0,0.06,,,12445,Summer
DuckTales: Remastered,WiiU,2013.0,Action,Capcom,0.06,0.0,0.06,100.0,WayForward,12457,Summer
Steins;Gate,X360,2009.0,Adventure,5pb,0.0,0.0,0.06,,,12459,Fall
Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005.0,Role-Playing,LucasArts,0.01,0.04,0.06,,,12461,Winter
Guilty Gear XX Accent Core Plus,PS2,2008.0,Fighting,PQube,0.03,0.02,0.06,7.0,Arc System Works,12465,Spring
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015.0,Shooter,Xseed Games,0.03,0.02,0.06,51.0,Sandlot,12477,Summer
KimiKiss,PS2,2006.0,Adventure,Enterbrain,0.0,0.0,0.06,,,12485,Spring
The Technomancer,PS4,2016.0,Role-Playing,Focus Home Interactive,0.02,0.04,0.06,116.0,Spiders,12492,Summer
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008.0,Action,Namco Bandai Games,0.0,0.0,0.06,,,12496,Fall
Pro Evolution Soccer 2012,PS2,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.06,11.0,Konami,12526,Fall
Call of Duty 2,PC,2005.0,Shooter,Activision,0.0,0.05,0.06,626.0,Infinity Ward,12530,Fall
MotoGP 10/11,X360,2011.0,Racing,Capcom,0.0,0.05,0.06,,Monumental Games,12542,Spring
World Series of Poker 2008: Battle for the Bracelets,DS,2007.0,Misc,Activision,0.05,0.0,0.06,,Farmind Ltd,12548,Fall
Combat Elite: WWII Paratroopers,PS2,,Shooter,Unknown,0.03,0.02,0.06,,BattleBorne,12585,Fall
Ford Racing 3,GBA,2005.0,Racing,Zoo Digital Publishing,0.04,0.02,0.06,,Visual Impact,12603,Fall
Oddworld: Munch's Oddysee,GBA,2003.0,Platform,THQ,0.04,0.02,0.06,4.0,Art,12609,Fall
Broken Sword: The Shadow of the Templars,GBA,2002.0,Adventure,BAM! Entertainment,0.04,0.02,0.06,10.0,Revolution Software,12621,Fall
Resident Evil - Code: Veronica X,GC,2003.0,Action,Capcom,0.05,0.01,0.06,32.0,Nex Entertainment,12622,Winter
Utawarerumono: Itsuwari no Kamen,PS4,2015.0,Adventure,Aqua Plus,0.0,0.0,0.06,,,12648,Fall
Steins;Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,5pb,0.0,0.0,0.06,,,12653,Summer
FIFA Soccer 07,DS,2006.0,Sports,Electronic Arts,0.05,0.01,0.06,,,12657,Fall
Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts,0.0,0.05,0.06,387.0,Slightly Mad Studios,12682,Fall
Rooms: The Main Building,Wii,2010.0,Adventure,Hudson Soft,0.05,0.0,0.06,,Hudson Entertainment,12694,Summer
Resident Evil 2,GC,2003.0,Action,Capcom,0.04,0.01,0.06,31.0,Capcom,12706,Winter
Real Bout Garou Densetsu Special: Dominated Mind,PS,1998.0,Fighting,SNK,0.0,0.0,0.06,,,12708,Winter
Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,0.04,0.01,0.06,7.0,Ubisoft Montreal,12737,Fall
Samurai Shodown Anthology,Wii,2008.0,Fighting,Ignition Entertainment,0.05,0.0,0.06,5.0,SNK Playmore,12742,Summer
Viewtiful Joe: Red Hot Rumble,GC,2005.0,Action,Capcom,0.04,0.01,0.06,8.0,Clover Studio,12761,Fall
Broken Sword II: The Smoking Mirror,PS,1997.0,Adventure,Sony Computer Entertainment,0.03,0.02,0.06,,,12773,Fall
Tokyo Twilight Ghost Hunters,PS3,2014.0,Role-Playing,Aksys Games,0.03,0.0,0.06,17.0,TOYBOX,12777,Spring
Myst,SAT,1994.0,Adventure,Sunsoft,0.0,0.0,0.06,,,12793,Fall
ESPN International Winter Sports 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.03,0.02,0.06,,Konami,12807,Winter
The King of Fighters '96,NG,1996.0,Fighting,SNK,0.0,0.0,0.06,,,12824,Summer
Friends: The One with All the Trivia,PS2,2005.0,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0.06,,Artech Studios,12826,Fall
Rocket League,PC,2016.0,Sports,505 Games,0.01,0.04,0.06,580.0,Psyonix,12835,Summer
Cabela's Big Game Hunter 2005 Adventures,GBA,2004.0,Sports,Activision,0.04,0.01,0.06,,,12840,Fall
V-Rally 3,PS2,2002.0,Racing,Atari,0.03,0.02,0.06,14.0,Eden Studios,12843,Summer
Worms World Party,GBA,2002.0,Strategy,Ubisoft,0.04,0.01,0.05,,Fluid Studios,12866,Spring
Phantasy Star Online Episode I & II Plus,GC,2003.0,Role-Playing,Sega,0.04,0.01,0.05,,,12884,Winter
Chaos;Child,PSV,2015.0,Adventure,5pb,0.0,0.0,0.05,,,12891,Winter
BlowOut,XB,2003.0,Shooter,Zoo Digital Publishing,0.04,0.01,0.05,,Terminal Reality,12908,Fall
WTA Tour Tennis,PS2,2001.0,Sports,Konami Digital Entertainment,0.03,0.02,0.05,,Konami,12914,Fall
